split,instance_id,sub_string
test,django__django-12121,"Feature/docs: how should url converters decline to match for a named route?
Description
	
It is some"
test,django__django-12122,"template filter |date:""r"" not valid RFC 2822 formatted when LANGUAGE_CODE different than english
Des"
test,django__django-12125,"makemigrations produces incorrect path for inner classes
Description
	
When you define a subclass fr"
test,django__django-12132,"Add subdomains of localhost to ALLOWED_HOSTS in DEBUG mode
Description
	 
		(last modified by thenew"
test,django__django-12143,"Possible data loss in admin changeform view when using regex special characters in formset prefix
De"
test,django__django-12148,"reverse() and get_absolute_url() may return different values for same FlatPage
Description
	 
		(las"
test,django__django-12153,"0011_update_proxy_permissions crashes in multi database environment.
Description
	 
		(last modified"
test,django__django-12155,"docutils reports an error rendering view docstring when the first line is not empty
Description
	
Cu"
test,django__django-12161,"Support callable values in through_defaults.
Description
	
Ticket #9475 gave us through_defaults but"
test,django__django-12172,"Add ability to override ""async unsafe"" checks.
Description
	
It's been reported that Jupyter, at lea"
test,django__django-12184,"Optional URL params crash some view functions.
Description
	
My use case, running fine with Django u"
test,django__django-12185,"Window expression are not allowed in conditional statements used only in the SELECT clause.
Descript"
test,django__django-12187,"Allow configuration of where to save staticfiles manifest.
Description
	
A standard Django deploy ha"
test,django__django-12193,"SplitArrayField with BooleanField always has widgets checked after the first True value.
Description"
test,django__django-12196,Add a safeguard to debug decorators (sensitive_variables/sensitive_post_parameters) to prevent incor
test,django__django-12198,"Allow sensitive_variables() to preserve the signature of its decorated function
Description
	
When t"
test,django__django-12209,Change in behaviour when saving a model instance with an explcit pk value if the pk field has a defa
test,django__django-12212,"DeserializationError local variable 'pk' referenced before assignment (which hides real error)
Descr"
test,django__django-12225,"Improve error message for admin.E202.
Description
	
If an inline has mutliple foreign keys to the sa"
test,django__django-12231,"Related Manager set() should prepare values before checking for missing elements.
Description
	
To u"
test,django__django-12237,"slugify() doesn't return a valid slug for ""İ"".
Description
	
While working on an international proje"
test,django__django-12262,Custom template tags raise TemplateSyntaxError when keyword-only arguments with defaults are provide
test,django__django-12273,"Resetting primary key for a child model doesn't work.
Description
	
In the attached example code set"
test,django__django-12276,"FileInput shouldn't display required attribute when initial data exists.
Description
	 
		(last modi"
test,django__django-12281,"admin.E130 (duplicate __name__ attributes of actions) should specify which were duplicated.
Descript"
test,django__django-12284,"Model.get_FOO_display() does not work correctly with inherited choices.
Description
	 
		(last modif"
test,django__django-12286,"translation.E004 shouldn't be raised on sublanguages when a base language is available.
Description
"
test,django__django-12299,"Raise a descriptive error on update()/delete() operations following QuerySet.union(), intersection()"
test,django__django-12304,"Enumeration Types are not usable in templates.
Description
	 
		(last modified by Mariusz Felisiak)
"
test,django__django-12306,"Named groups in choices are not properly validated in case of non str typed values.
Description
	
In"
test,django__django-12308,"JSONField are not properly displayed in admin when they are readonly.
Description
	
JSONField values"
test,django__django-12313,"makemigrations does not detect/like model name case changes
Description
	
Starting with 
class Evide"
test,django__django-12325,"pk setup for MTI to parent get confused by multiple OneToOne references.
Description
	
class Documen"
test,django__django-12343,"Admin: Render foreign key models as links for readonly users
Description
	
In the admin UI, when vie"
test,django__django-12360,"Add system check for the length of auth permissions codenames.
Description
	
I stumbled across this "
test,django__django-12364,Detection of existing total ordering in admin changelist should take into account UniqueConstraints 
test,django__django-12394,"Raising error about protected related objects can crash.
Description
	 
		(last modified by Matthias"
test,django__django-12396,"Omits test_ prefix from database name when running subset of tests
Description
	 
		(last modified b"
test,django__django-12406,ModelForm RadioSelect widget for foreign keys should not present a blank option if blank=False on th
test,django__django-12407,"{% include %} uses get_template where it could select_template
Description
	
It'd be nice if the Inc"
test,django__django-12419,"Add secure default SECURE_REFERRER_POLICY / Referrer-policy header
Description
	
#29406 added the ab"
test,django__django-12430,"Possible data loss when using caching from async code.
Description
	
CacheHandler use threading.loca"
test,django__django-12431,"FileResponse with temporary file closing connection.
Description
	 
		(last modified by Oskar Persso"
test,django__django-12441,Calling a form method _html_output modifies the self._errors dict for NON_FIELD_ERRORS if there are 
test,django__django-12453,"`TransactionTestCase.serialized_rollback` fails to restore objects due to ordering constraints
Descr"
test,django__django-12458,"Serialization dependency sorting disallows circular references unneccesarily.
Description
	
The core"
test,django__django-12464,"DISTINCT with GROUP_CONCAT() and multiple expressions raises NotSupportedError on SQLite.
Descriptio"
test,django__django-12469,"Admin date_hierarchy filter by month displays an extra day at timezone boundary.
Description
	 
		(l"
test,django__django-12470,"Inherited model doesn't correctly order by ""-pk"" when specified on Parent.Meta.ordering
Description
"
test,django__django-12477,"fields.E310-E311 should take into account UniqueConstraints without conditions.
Description
	
Hello,"
test,django__django-12484,"system checks: admin.E002 could provide a hint but doesn't
Description
	
Currently the output is:
my"
test,django__django-12485,"MultiPartParser support double quotes
Description
	
Although the rfc2231 document does not indicate "
test,django__django-12486,"numberformat.format() incorrectly formats large/tiny floats in scientific notation
Description
	 
		"
test,django__django-12496,Child model updates parent model with empty fields making an extra query in multi-inheritance when p
test,django__django-12497,"Wrong hint about recursive relationship.
Description
	 
		(last modified by Matheus Cunha Motta)
	 
"
test,django__django-12503,"makemessages doesn't provide feedback when no locale is specified
Description
	 
		(last modified by"
test,django__django-12504,"Logout link should be protected
Description
	
There is a logout link in admin app. It is link, not a"
test,django__django-12508,"Add support for ./manage.py dbshell -c SQL
Description
	
At the moment you cannot run specific SQL d"
test,django__django-12513,"Deprecate providing_args argument from Signal
Description
	
The argument is and always has been pure"
test,django__django-12517,"Inconsistent datetime logging from runserver.
Description
	
In Django 1.11 and higher, the runserver"
test,django__django-12518,"sqlmigrate doesn't allow inspecting migrations that have been squashed
Description
	
This project fo"
test,django__django-12519,"Subquery annotations are omitted in group by query section if multiple annotation are declared
Descr"
test,django__django-12532,"forms.ModelMultipleChoiceField should use ""invalid_list"" as error message key
Description
	
The Mult"
test,django__django-12553,"Increase default password salt size in BasePasswordHasher.
Description
	 
		(last modified by Jon Mo"
test,django__django-12556,"Deprecate using get_random_string without an explicit length
Description
	
django.utils.crypto.get_r"
test,django__django-12568,"Django humanize's intword filter does not accept negative numbers.
Description
	
Django's humanize i"
test,django__django-12588,"Add option to remove_stale_contenttypes to remove entries for nonexistent apps.
Description
	 
		(la"
